Date,Monthly Return,Monthly Close,Dividend Yield,Total Return,Cumulative Return
2017-04,0.0172674814798248,120.77,0.0,0.0172674814798248,2.676640059885346
2017-05,-0.001241979801719,120.62,0.0,-0.001241979801719,2.6733157269944963
2017-06,-0.0215553477392812,118.02,0.0,-0.0215553477392812,2.6156914768822404
2017-07,0.0231317016995864,120.75,0.0,0.0231317016995864,2.676196871863631
2017-08,0.0419875751124159,125.82,0.0,0.0419875751124159,2.788563889036618
2017-09,-0.0336989180897603,121.58,0.0,-0.0336989180897603,2.6945923029519094
2017-10,-0.0074848136897864,120.67,0.0,-0.0074848136897864,2.674423781594382
2017-11,0.0035634400571857,121.1,0.0,0.0035634400571857,2.683953930427606
2017-12,0.0210570031700103,123.65,0.0,0.0210570031700103,2.7404699568487816
2018-01,0.0323493728316923,127.65,0.0,0.0323493728316923,2.829122441216935
2018-02,-0.0207599020305664,125.0,0.0,-0.0207599020305664,2.7703901365047945
2018-03,0.0063200073242186,125.79,0.0,0.0063200073242186,2.787899022458448
2018-04,-0.0095397453605439,124.59,0.0,-0.0095397453605439,2.761303175693285
2018-05,-0.0119592094675773,123.1,0.0,-0.0119592094675773,2.7282801726116825
2018-06,-0.0361494476312093,118.65,0.0,-0.0361494476312093,2.6296543513885897
2018-07,-0.0224189096325397,115.99,0.0,-0.0224189096325397,2.570700368119994
2018-08,-0.021381117106768,113.51,0.0,-0.021381117106768,2.5157359225028086
2018-09,-0.006607347245927,112.76,0.0,-0.006607347245927,2.49911358168378
2018-10,0.0211954535683758,115.15,0.0,0.0211954535683758,2.552083427566456
2018-11,0.0033868813241899,115.54,0.0,0.0033868813241899,2.560727031265056
2018-12,0.0494201059306491,121.25,0.0,0.0494201059306491,2.6872784324096517
2019-01,0.0288659793814431,124.75,0.0,0.0288659793814431,2.7648493562317857
2019-02,-0.0060922014928295,123.99,0.0,-0.0060922014928295,2.7480053368563016
2019-03,-0.0159689955774859,122.01,0.0,-0.0159689955774859,2.704122451785136
2019-04,-0.0066388425031241,121.2,0.0,-0.0066388425031241,2.686170208718573
2019-05,0.0175742981554865,123.33,0.0,0.0175742981554865,2.7333777648629782
2019-06,0.0800291491984899,133.2,0.0,0.0800291491984899,2.9521276618230323
2019-07,7.514839229982861e-05,133.21,0.0,7.514839229982861e-05,2.952349509470682
2019-08,0.0791231345612986,143.75,0.0,0.0791231345612986,3.1859486569805147
2019-09,-0.0339478600543478,138.87,0.0,-0.0339478600543478,3.077792517833003
2019-10,0.0256354697470075,142.43,0.0,0.0256354697470075,3.156693174811477
2019-11,-0.0320858828928857,137.86,0.0,-0.0320858828928857,3.0554078872757042
2019-12,0.0365587789338395,142.9,0.0,0.0365587789338395,3.167109868779326
2020-01,0.0449965584969034,149.33,0.0,0.0449965584969034,3.3096189132559752
2020-02,-0.0063617286318456,148.38,0.0,-0.0063617286318456,3.288564015855017
2020-03,-0.0022240316767432,148.05,0.0,-0.0022240316767432,3.2812501453127574
2020-04,0.0726106030287743,158.8,0.0,0.0726106030287743,3.51950369705217
2020-05,0.0258816154368208,162.91,0.0,0.0258816154368208,3.610594138267744
2020-06,0.0273770263017645,167.37,0.0,0.0273770263017645,3.7094414689560966
2020-07,0.107904630970137,185.43,0.0,0.107904630970137,4.109707381769128
2020-08,-0.0032356731296194,184.83,0.0,-0.0032356731296194,4.0964097120233385
2020-09,-0.0417140433776253,177.12,0.0,-0.0417140433776253,3.9255318996034716
2020-10,-0.0051942084141127,176.2,0.0,-0.0051942084141127,3.9051418687806834
2020-11,-0.0540862596160899,166.67,0.0,-0.0540862596160899,3.693927351828149
2020-12,0.0701386126467504,178.36,0.0,0.0701386126467504,3.9530142915032602
2021-01,-0.0322381698829523,172.61,0.0,-0.0322381698829523,3.82557634522404
2021-02,-0.0625688141681758,161.81,0.0,-0.0625688141681758,3.5862145697935475
2021-03,-0.011433105943016,159.96,0.0,-0.011433105943016,3.54521299868271
2021-04,0.035633887903232,165.66,0.0,0.035633887903232,3.671542721270851
2021-05,0.0767837796662593,178.38,0.0,0.0767837796662593,3.9534576486161703
2021-06,-0.0714766209832552,165.63,0.0,-0.0714766209832552,3.670877854692681
2021-07,0.0252973635083255,169.82,0.0,0.0252973635083255,3.763741386177504
2021-08,-0.0007655451490135,169.69,0.0,-0.0007655451490135,3.7608600722171746
2021-09,-0.0322352592492413,164.22,0.0,-0.0322352592492413,3.6396277727891335
2021-10,0.0147971785270872,166.65,0.0,0.0147971785270872,3.6934839947152396
2021-11,-0.0069006536969854,165.5,0.0,-0.0069006536969854,3.6679965407323514
2021-12,0.0329909771230645,170.96,0.0,0.0329909771230645,3.7890073306951324
2022-01,-0.0167876126770399,168.09,0.0,-0.0167876126770399,3.7253989431969576
2022-02,0.061217257237826,178.38,0.0,0.061217257237826,3.9534576486161708
2022-03,0.0127255799503043,180.65,0.0,0.0127255799503043,4.003767690003778
2022-04,-0.0207029635246935,176.91,0.0,-0.0207029635246935,3.920877833556284
2022-05,-0.0326154776610677,171.14,0.0,-0.0326154776610677,3.7929965301641535
2022-06,-0.0156596510771248,168.46,0.0,-0.0156596510771248,3.733599527965038
2022-07,-0.0258815174913124,164.1,0.0,-0.0258815174913124,3.636968306476455
2022-08,-0.029433282458307,159.27,0.0,-0.029433282458307,3.5299203910200228
2022-09,-0.0288818106367754,154.67,0.0,-0.0288818106367754,3.42796989872369
2022-10,-0.0178444077035625,151.91,0.0,-0.0178444077035625,3.3667998062553246
2022-11,0.0849186596373046,164.81,0.0,0.0849186596373046,3.6527039330696636
2022-12,0.0293064856659408,169.64,0.0,0.0293064856659408,3.7597518485260952
2023-01,0.0575925743198104,179.41,0.0,0.0575925743198104,3.976285636286379
2023-02,-0.0536759639164219,169.78,0.0,-0.0536759639164219,3.7628546719516844
2023-03,0.0791612824716614,183.22,0.0,0.0791612824716614,4.060727073537863
2023-04,0.0086235226532469,184.8,0.0,0.0086235226532469,4.09574484544517
2023-05,-0.013419890078922,182.32,0.0,-0.013419890078922,4.040780399827984
2023-06,-0.0222137060611,178.27,0.0,-0.0222137060611,3.9510196917687512
2023-07,0.0228866423586266,182.35,0.0,0.0228866423586266,4.041445266406154
2023-08,-0.0127776350593153,180.02,0.0,-0.0127776350593153,3.989805153679819
2023-09,-0.0476058611311219,171.45,0.0,-0.0476058611311219,3.7998670435935034
2023-10,0.0737241155709338,184.09,0.0,0.0737241155709338,4.080008880669573
2023-11,0.0253137256494702,188.75,0.0,0.0253137256494702,4.183289106122245
2023-12,0.0128211823520281,191.17,0.0,0.0128211823520281,4.23692381858309
2024-01,-0.0142281803983663,188.45,0.0,-0.0142281803983663,4.176640102158155
2024-02,0.0045635480195191,189.31,0.0,0.0045635480195191,4.195700399824603
2024-03,0.0866832384646263,205.72,0.0,0.0866832384646263,4.559397298108728
2024-04,0.0298949730701512,211.87,0.0,0.0298949730701512,4.695700357551808
2024-05,0.0161892104291272,215.3,0.0,0.0161892104291272,4.771720038752342
2024-06,-0.0013469974027456,215.01,0.0,-0.0013469974027456,4.765292544253514
2024-07,0.0536719633493825,226.55,0.0,0.0536719633493825,5.021055151037774
2024-08,0.0209224902693649,231.29,0.0,0.0209224902693649,5.1261081285773065
2024-09,0.0508885149125324,243.06,0.0,0.0508885149125324,5.386968158521666
2024-10,0.0429934874237094,253.51,0.0,0.0429934874237094,5.618572706296991
2024-11,-0.0312413646032079,245.59,0.0,-0.0312413646032079,5.443040827829934
2024-12,-0.0140884869362422,242.13,0.0,-0.0140884869362422,5.3663566182336195
2025-01,0.0678560787364337,258.56,0.0,0.0678560787364337,5.730496535448262
2025-02,0.0182162418763591,263.27,0.0,0.0182162418763591,5.834884646409626
2025-03,0.0944658588999831,288.14,0.0,0.0944658588999831,6.386082036115035
2025-04,0.0542443727723991,303.77,0.0,0.0542443727723991,6.732491050637181
2025-05,-0.0195213249835366,297.84,0.0,-0.0195213249835366,6.601063904888941
