label_group,count
315481361,6
4176763891,6
2904236872,6
503126361,6
3630992203,6
571550607,6
1975811590,6
2117270140,6
2823297437,6
1966793730,6
3850640096,6
1215426737,6
2394683923,6
2594065762,6
3344025533,6
213671806,6
3069980384,6
1238910730,6
3047206685,6
1380990811,6
282110893,6
3360568994,6
3283659902,6
1098329942,6
4225196978,6
1790182175,6
2963446322,6
2173543209,6
475342649,6
316640687,6
2062873426,6
872743086,6
571843828,6
4109046633,6
2732554409,6
2683357169,6
2575632685,6
2906787209,6
1912222471,6
1151643989,6
1063954610,6
3557014848,6
1313028914,6
3566662720,6
898782087,6
1670550471,6
1222676928,6
4159513302,6
3458145328,6
1349792162,6
2562722197,6
2050805990,6
4271359781,6
2430246747,6
3638321914,6
3962524495,6
1474322453,6
1620904241,6
1472202477,6
1628981671,6
2868076475,6
1779307795,6
284161166,6
3591904111,6
2671028494,6
411986394,6
1397230201,6
911448401,6
3402263414,6
2054351556,6
1916852028,6
3240547545,6
4180360159,6
3542310171,6
1783253855,6
1087160369,6
971745133,6
2717135091,6
2544564577,6
302466871,6
1235830581,6
801144485,6
1897963080,6
3965564025,6
4023541274,6
718508710,6
3583237905,6
1333379942,6
524272944,6
1468167494,6
688678452,6
1615699971,6
1140968338,6
3005710991,6
2786026805,6
553446970,6
1154928830,6
952489020,6
2138357912,6
2801857950,6
794382785,6
3136837167,6
18264600,6
1137975225,6
599786344,6
4027944139,6
302961006,6
1606598456,6
2612181584,6
2473560585,6
2125778624,6
784759211,6
254816564,6
2469394698,6
2116638927,6
2711633818,6
3729890874,6
3480879772,6
3731124907,6
1537696988,6
215362541,6
2693248013,6
430415205,6
3039435665,6
506635365,6
638040143,6
3105935071,6
3593012186,6
2028238738,6
2880426007,6
3432029652,6
3988234758,6
1474448570,6
3457914769,6
3069662998,6
2158285549,6
2169519796,6
682258630,6
1119404634,6
2496856710,6
3784861428,6
2674362245,6
1474543891,6
4113632339,6
2069743339,6
2410582194,6
2057614445,6
2201732085,6
3172177873,6
3123493047,6
98307332,6
2828910654,6
39246274,6
4138545452,6
3806704121,6
4244588097,6
587282424,6
2059242865,6
2245243745,6
312265924,6
2083339233,6
3540683460,6
675684152,6
1781398404,6
1580577269,6
710865862,6
1192966411,6
111019786,6
4099296199,6
3137926024,6
1713719151,6
1626678938,6
1902731777,6
889644727,6
2163353660,6
2459323567,6
1226243819,6
855443949,6
3254898805,6
2146299360,6
1077801876,6
2122554862,6
1587964714,6
579406718,6
4012802395,6
2545019216,6
2566305877,6
4167414634,6
3448676668,6
1282294117,6
3847500015,6
4160071643,6
3375312423,6
2933975634,6
3206317999,6
3860087248,6
1387444658,6
92124181,6
506623322,6
3579283796,6
678236612,6
4058480380,6
1639967516,6
115650745,6
3680233781,6
2152124620,6
611016897,6
3335857921,6
3804159527,6
1632944269,6
2304381527,6
852852893,6
1801372520,6
3980372000,6
2628044511,6
1371706715,6
2685564448,6
2540685607,6
3228859801,6
2258286322,6
2120410174,5
4192123820,5
244622761,5
3053118590,5
2697778163,5
882155223,5
3958825391,5
391396717,5
1990957212,5
891248341,5
3000450056,5
1033568951,5
2023870601,5
3234804620,5
3648260272,5
3753501224,5
3578753118,5
351404143,5
1782988885,5
4291905065,5
1122594028,5
3639207904,5
642283221,5
2027771431,5
558985316,5
1900911478,5
3965458173,5
4031719865,5
2651648650,5
994244516,5
3623740237,5
4166473118,5
531464214,5
89255494,5
3348832455,5
2113855526,5
1435072110,5
3835290373,5
314590047,5
3017519116,5
1037925737,5
962737723,5
34015177,5
1490703431,5
165136504,5
2323840511,5
2360271488,5
2610709303,5
1229744002,5
2760134370,5
866792419,5
3687627144,5
925894523,5
1806236557,5
3909648655,5
2384347564,5
3246359641,5
1760031776,5
957492934,5
3430782176,5
3023944875,5
3079199889,5
912146474,5
1639045305,5
1768497190,5
308104318,5
3306596061,5
2258840093,5
3593451990,5
4044977701,5
4060702395,5
850491197,5
3698959416,5
4272731011,5
1374312791,5
3562779478,5
3337341827,5
2154345913,5
1561051272,5
2201615216,5
868683495,5
2729238489,5
2075200438,5
713714629,5
3463309872,5
1434307469,5
811765912,5
3854289318,5
4116469576,5
37661312,5
53867738,5
1012631413,5
2634848676,5
3454455800,5
2043476705,5
885968235,5
1645648261,5
1703159951,5
775882666,5
4016681241,5
1028046550,5
2360824580,5
2221236250,5
927900989,5
2133195883,5
321895430,5
4260898999,5
2717178301,5
2520431179,5
3509200562,5
3874597552,5
90361770,5
3267663970,5
1377132605,5
1041068707,5
56021967,5
558088884,5
539292045,5
763042766,5
3344097044,5
3510018093,5
1046611173,5
3047199361,5
1165453206,5
2892673176,5
3793366121,5
1819542892,5
3315687969,5
1587395175,5
2261647540,5
1231565349,5
2203660548,5
3634193612,5
4052346012,5
3049496351,5
825311704,5
3224850644,5
2413210010,5
1612459632,5
3937733565,5
3106387760,5
1958573404,5
3458180255,5
1055377026,5
622058097,5
4101480140,5
4179463410,5
3508234223,5
3968894993,5
1677383023,5
2185522362,5
3857533630,5
2522652442,5
3742739192,5
4174239330,5
4171236554,5
4159093852,5
3898564500,5
857254217,5
1963800346,5
478812549,5
1820980718,5
4143102922,5
690585535,5
1857275551,5
4008739863,5
1933278346,5
2995692757,5
2809031353,5
377191089,5
1788217507,5
3598366644,5
2227313314,5
1484811081,5
2013974881,5
3637617501,5
719867603,5
2398901595,5
2370587035,5
3302379784,5
4094230441,5
2655969926,5
607127945,5
2854456163,5
1823220133,5
2339650590,5
74156493,5
2299314811,5
3404702965,5
1624239742,5
3294612718,5
2665537113,5
87797993,5
3913149996,5
2107318638,5
872590173,5
1933551853,5
3655387589,5
1726471825,5
343758389,5
3631627646,5
652176199,5
3516603836,5
266865064,5
3582011792,5
2892571732,5
2662318688,5
1211372830,5
1392546127,5
290615074,5
3059956762,5
236048956,5
2624455390,5
1099267856,5
2221897746,5
739195247,5
1599006057,5
4258787333,5
4088706070,5
2013028328,5
3971342035,5
2794635514,5
2345549492,5
523074739,5
568434175,5
2618339302,5
3901457261,5
3335711423,5
1126423707,5
1002765200,5
3482040765,5
685296764,5
4214012959,5
4179657875,5
1209949003,5
1902423817,5
1978070363,5
2663692815,5
2249427966,5
665318380,5
699222952,5
1689060514,5
603562735,5
554012954,5
2542461348,5
1000051365,5
217774922,5
3199640280,5
431048396,5
3322316620,5
2126845526,5
2502846087,5
4162041121,5
1267825423,5
689574692,5
615781194,5
1591196550,5
2747427000,5
2055865658,5
2660419430,5
2225683072,5
2817012041,5
1769055405,5
2086433099,5
3495775445,5
2597046568,5
1350175811,5
4267606127,5
2843783500,5
2651734974,5
3527526514,5
2221880498,5
3075877919,5
218526726,5
4183994583,5
1914813732,5
1904283372,5
1279238330,5
1037635218,5
2217081148,5
2825850534,5
3212656814,5
1102417624,5
3599936801,5
4067835312,5
2977213622,5
4130632003,5
926620156,5
2732689068,5
1708472517,5
73579052,5
4271585410,5
3283528029,5
3187904921,5
2507738975,5
1563437474,5
1341102124,5
2511800392,5
946530041,5
2751684340,5
1130919487,5
781924816,5
3213182368,5
2250603990,5
2189047322,5
3189320882,5
32947336,5
3872882463,5
829957688,5
2919586208,5
3220256675,5
3513398405,5
4168188347,5
16856752,5
1011603387,5
282245135,5
1014266988,5
2919415931,5
1547007621,5
3617922709,5
3439728072,5
3085411073,5
2859325130,5
2604281676,5
760516569,5
3400865074,5
1653451746,5
3121905605,5
2576687794,5
245619002,5
1767715658,5
798936109,5
2453621296,5
1309683060,5
3902218462,5
2342771184,5
604966629,5
3345443347,5
1811443251,5
1600512149,5
4135108408,5
1187474281,5
4241621807,5
1212903834,5
4053312415,5
2298085882,5
15519389,5
2386568739,5
2824936287,5
3275119116,5
671470680,5
3101340758,5
1016178132,5
3003147195,5
359356063,5
1125763299,5
451207812,5
3435359923,5
3073207032,5
3159010476,5
4250826106,5
1240129212,5
352590467,5
2905279378,5
2544783024,5
1924358978,5
209289397,5
3585316632,5
2214168875,5
1438196802,5
2403031581,5
3436957620,5
3523663637,5
2314232878,5
2113839458,5
1897080438,5
2316087548,5
2176056223,5
3671076233,5
2474335262,5
4261155676,5
1971320482,5
3425024447,5
1159355469,5
2964773552,5
1459772737,5
2217558127,5
816961320,5
4186791151,5
3115762052,5
3891527925,5
2014211844,5
1099505215,5
1889967345,5
4033253323,5
2161923243,5
3206685987,5
3373740639,5
606611277,5
3763739424,5
1132134655,5
3101552720,5
3299888260,5
4002248663,5
2780208804,5
935310583,5
2973560719,5
1862772245,5
2600740535,5
209689048,5
244107308,5
1829782350,5
3917358163,5
3495538458,5
1147766147,5
743656704,5
363496814,5
1842099953,5
4185066444,5
3296667819,5
463367425,5
1848313115,5
244889631,5
3420835646,5
136747743,5
2158225477,5
3272679009,5
2712789376,5
3051259171,5
598804910,5
3001184951,5
721296483,5
2172923160,5
1354077298,5
2375213753,5
3027964121,5
2626405160,5
2098400894,5
1105071141,5
86650339,5
793734744,5
2116759637,5
191411989,5
1487249777,5
3480496853,5
3580263851,5
651301341,5
1813747725,5
1456844310,5
1955022624,5
3368076455,5
185142711,5
1018873174,5
1324729776,5
1754812774,5
2895292377,5
3460411879,5
2543427432,5
1896239564,5
1065718333,5
1341974351,5
2769987433,5
3132560288,5
1422811788,5
2458827579,5
108185000,5
1983461975,5
620695276,5
3793721332,4
4292006141,4
1131839533,4
1203796264,4
1523710385,4
2369462310,4
3690371528,4
3036331457,4
2831184769,4
215542278,4
1199602251,4
1386397669,4
3133575067,4
1815525994,4
1625419473,4
942166117,4
3755999018,4
2332367334,4
520978059,4
25802082,4
3328069909,4
1938143023,4
493626958,4
1236265227,4
455564175,4
357412423,4
3416560161,4
1888739764,4
2969660091,4
3775010805,4
4130095722,4
3488861486,4
3830107319,4
2926204798,4
1116126635,4
713746982,4
4234755890,4
1029915586,4
2587939601,4
3470043457,4
898324103,4
3420770588,4
3843257025,4
1083330713,4
745812174,4
2693722838,4
3759333522,4
468080344,4
2125059129,4
3718895059,4
929367073,4
1355194940,4
3159224402,4
3553288799,4
3968274482,4
474557588,4
794555454,4
388379000,4
459569194,4
3191388887,4
1852954878,4
4256035216,4
3008298648,4
3178528282,4
3975324021,4
354095452,4
201680035,4
2897940671,4
2920994394,4
1668458243,4
3158451773,4
518222659,4
2678364648,4
2274307664,4
3575825198,4
3604616805,4
2634819658,4
2553530933,4
4024527516,4
601576407,4
3708631924,4
3871844281,4
109743541,4
1545796831,4
2180033479,4
1978203770,4
1556497588,4
2107247645,4
4167459216,4
628879513,4
3725072369,4
3454163332,4
1361250553,4
3481795291,4
936100605,4
499748380,4
1078507523,4
1629103178,4
1655846226,4
2648868796,4
2082555998,4
1980798617,4
770141240,4
1891029068,4
4013626432,4
2322874271,4
1031952912,4
1710630792,4
994086350,4
105959685,4
121462973,4
3387468121,4
202977661,4
3462799203,4
1222775276,4
2833291690,4
2183454261,4
3460499189,4
1662373776,4
2632542736,4
3641991970,4
191738074,4
3933335821,4
2284373882,4
2679993696,4
1990709427,4
1308521617,4
389918809,4
1167537954,4
2125715228,4
1809684851,4
30633790,4
1387067558,4
150447638,4
4101604590,4
3336192469,4
3600618638,4
432057156,4
1614773397,4
1294419997,4
1051200371,4
1953855829,4
4094408277,4
2262691189,4
2935245097,4
1202676908,4
1469816250,4
1096189833,4
558257531,4
1746993187,4
1450396822,4
236902463,4
2397690436,4
2023468015,4
434440828,4
3214631913,4
3991519087,4
4058076295,4
3484706532,4
1761331094,4
1800371108,4
1775366694,4
1612814766,4
4042536793,4
493968131,4
4044229306,4
733189993,4
3102703783,4
3325028206,4
3952236600,4
3321817637,4
1375664237,4
2914998557,4
3270039057,4
891976035,4
3176460569,4
1835727468,4
1460979823,4
2802540716,4
3585699133,4
553594330,4
750079332,4
3084591770,4
1243244040,4
4011392237,4
1209464381,4
2712541699,4
615651823,4
321293570,4
1165065283,4
2123925829,4
2045230885,4
1958067065,4
3241892658,4
1113112116,4
665979983,4
4108633698,4
1367754390,4
614235270,4
436062812,4
4287380318,4
2916313489,4
659856182,4
1815501716,4
1087624976,4
4199333098,4
2063618224,4
3671232423,4
4201525448,4
1567381934,4
1636399684,4
949468805,4
232646097,4
1490568306,4
717063212,4
290747084,4
3693041594,4
1884505575,4
3883836318,4
1013980683,4
833264571,4
3417939455,4
3451756671,4
2533672576,4
1206849495,4
3821827420,4
673387731,4
2942335507,4
1357044395,4
916753598,4
1678391980,4
2572570680,4
201951127,4
1015815580,4
2379738292,4
4088194362,4
549866075,4
937757055,4
3548145425,4
552978251,4
4214108871,4
217977915,4
4062197613,4
1818874987,4
699162785,4
2613177548,4
227645039,4
1268261698,4
2089518928,4
3768552290,4
980122262,4
2952358810,4
117207661,4
1515223424,4
1980894329,4
2332919717,4
3385067873,4
3722403269,4
3490576784,4
629514344,4
4107119659,4
3222025900,4
3539549869,4
3102277942,4
3490309746,4
3424313238,4
3018854478,4
850483734,4
1673452847,4
514101767,4
2076021030,4
3087853939,4
2378311124,4
1840323610,4
732294763,4
2309690778,4
1999312808,4
454862819,4
2772330344,4
3189180703,4
2304518343,4
1037916122,4
513750353,4
1411980274,4
3931033117,4
1826855584,4
3205250015,4
3173095266,4
1899110933,4
4086594100,4
1247415713,4
2389140369,4
115252350,4
1393385481,4
3484476637,4
578575602,4
854939166,4
1325074200,4
2468595206,4
459777608,4
1538743633,4
4094593850,4
3355494563,4
4227697284,4
1571562762,4
4294197112,4
1390892179,4
4176822205,4
2959461063,4
1952691729,4
1368205666,4
2183462680,4
1202056332,4
738918951,4
3147208893,4
3784581239,4
1187866411,4
2636857942,4
3027068648,4
2754540101,4
19273520,4
1122959859,4
25788160,4
3342228135,4
2804650647,4
3141936314,4
877705286,4
4290248491,4
2087590585,4
712591436,4
3234691438,4
3060733195,4
2516653445,4
708181648,4
908369982,4
2099539107,4
114829279,4
164916601,4
2511986505,4
2094156082,4
756807151,4
3599684856,4
3831662130,4
1789427472,4
1726457735,4
131021179,4
1557471785,4
3992529359,4
4239365373,4
2343353706,4
3112956904,4
336893387,4
2681087796,4
535925077,4
1342924626,4
3960829497,4
2157723005,4
3758019896,4
2423781234,4
1760423056,4
694848984,4
3783430560,4
1432324178,4
2274223447,4
1502867226,4
977669247,4
250077209,4
702468952,4
1331595503,4
3653322420,4
2412477600,4
2221115418,4
1537095276,4
3387449827,4
915120729,4
1487974851,4
2988525433,4
688914303,4
2517912807,4
2474117531,4
4196686200,4
3940247455,4
2943690023,4
2333435384,4
1922352204,4
978724801,4
1087947892,4
1146205648,4
1632241419,4
3247314261,4
612214045,4
2965602843,4
4242193834,4
4005065793,4
4161804285,4
2291561916,4
4264560342,4
4044680308,4
1887108400,4
2516233411,4
3346777341,4
1404406619,4
3892893473,4
916233415,4
2016275639,4
384557186,4
4117627196,4
310610689,4
3079715991,4
2501855061,4
1039754812,4
320752715,4
4267355837,4
1768294681,4
3874031415,4
761756277,4
3039508373,4
12491276,4
1636098373,4
149330795,4
3645608002,4
98063691,4
1266424550,4
957199633,4
3125584162,4
2146953902,4
100773610,4
3600450380,4
74390002,4
574812618,4
3220004078,4
97801740,4
4252879978,4
3801821828,4
1140057473,4
2655052764,4
235634780,4
219568860,4
2084449125,4
4069659242,4
2979556657,4
234541980,4
718246127,4
2542103229,4
856533546,4
2891183579,4
2214640257,4
2378468247,4
4070348305,4
3346361757,4
221831759,4
4028730454,4
1251456488,4
1690212844,4
4287150810,4
692028908,4
3571954664,4
4279983358,4
1768108830,4
1204347204,4
4199031478,4
3044955701,4
3060366428,4
4266677821,4
2961827586,4
628283471,4
2274241387,4
4223904351,4
2960997579,4
3365382150,4
120145918,4
3694216813,4
2591672455,4
2971446714,4
877570625,4
1093775969,4
181942707,4
191430859,4
2997045579,4
2097181150,4
1735602672,4
163238377,4
3702002140,4
100596628,4
3439500642,4
1508883541,4
1790344296,4
3375844641,4
1285882271,4
184100822,4
3762958694,4
2606032412,4
3601222703,4
1858287612,4
412386323,4
2651183235,4
3586903713,4
1262916868,4
616150466,4
3930074106,4
3502064754,4
3562398236,4
2105629721,4
3203314574,4
954317984,4
2690668631,4
348296493,4
385158859,4
1492395376,4
1469473552,4
3290802358,4
3983879500,4
2764564425,4
1273665242,4
2597349312,4
189405642,4
1993411799,4
45321459,4
3941778140,4
1665050072,4
269834062,4
3147498487,4
2407994515,4
1118101132,4
4058147459,4
2050714012,4
3211565621,4
1044028636,4
1711502051,4
430178566,4
3469866782,4
589544317,4
992076965,4
3251014226,4
1683116425,4
2210745930,4
3470371504,4
3651311185,4
4039440323,4
1464918567,4
2501975813,4
2169697424,4
4138426580,4
4050048689,4
3168617020,4
1746818869,4
1395450541,4
3681154465,4
2819310070,4
3907091402,4
3286528342,4
580745263,4
3437394605,4
2031817102,4
1417375119,4
361170247,4
3511195268,4
1394067435,4
1506454272,4
69531814,4
3087306003,4
4229237230,4
3464105447,4
2522643499,4
3250536347,4
2567385907,4
3465761771,4
1567546519,4
2543306391,4
3774385238,4
33999540,4
2445235612,4
665433957,4
2620666302,4
620645805,4
1636142884,4
46287381,4
3044373336,4
1087150346,4
818254185,4
1944166196,4
2799912609,4
1537763974,4
4190507513,4
1438266755,4
2388758018,4
4062076338,4
1995863572,4
1504793711,4
2979218298,4
2423456155,4
3497271632,4
1394615155,4
1878030870,4
3798148356,4
218472493,4
2673709910,4
3847773156,4
3270743769,4
297291850,4
2434277179,4
1698326880,4
1018209784,4
699136188,4
1724536819,4
1348811332,4
714405345,4
2832112238,4
3040626578,4
3911606121,4
3152201220,4
3282190523,4
2218919316,4
776749483,4
2435179429,4
2249204087,4
3193816851,4
2973439210,4
2413403492,4
2837715562,4
2653187998,4
3681824555,4
1783489165,4
4115969044,4
2600535420,4
1754005296,4
3442261788,4
420759736,4
2610277012,4
2192745501,4
2191747848,4
2384099722,4
1218834240,4
3803576730,4
3570782259,4
852044639,4
3944450190,4
3499485073,4
900100636,4
4016959315,4
634404165,4
1316403765,4
3670721629,4
4099841600,4
3535346481,4
1853207197,4
1689755103,4
2358586852,4
347142440,4
3353663864,4
331759629,4
2231601193,4
1920091538,4
1729876091,4
3068315669,4
2049141115,4
1700288929,4
584321400,4
1030199315,4
4030711241,4
1827547982,4
1550813244,4
3688346948,4
2548434700,4
2727279155,4
324620723,4
2960385352,4
2421751201,4
44523554,4
2659332639,4
305918190,4
